DATE_TIME,CO2dry_ppm,CH4dry_ppb,H2O_ppm,POSIX.time,DATE,CO2_prec,CH4_prec,H2O_prec,UniqueID,start.time,obs.length,TIME,Area,offset,Vcham,Vtube,Vinst,Vtot,Tcham,Pcham,flag,Etime,start.time_corr,end.time_corr,obs.length_corr
03-19-2022 11:37:08.529,459.377,1874.7,127.953,2022-03-19T11:37:09.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-288,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:37:18.474,444.83,1868.48,-29.3093,2022-03-19T11:37:18.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-279,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:37:28.419,431.146,1868.11,128.601,2022-03-19T11:37:28.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-269,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:37:38.366,538.942,1890.3300000000002,136.406,2022-03-19T11:37:38.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-259,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:37:48.310,557.673,1876.75,93.3485,2022-03-19T11:37:48.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-249,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:37:58.257,441.662,1871.95,338.085,2022-03-19T11:37:58.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-239,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:38:08.202,408.976,1868.22,193.229,2022-03-19T11:38:08.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-229,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:38:18.147,405.009,1867.3500000000001,99.9892,2022-03-19T11:38:18.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-219,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:38:28.092,401.448,1870.31,195.267,2022-03-19T11:38:28.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-209,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:38:38.038,401.877,1867.03,67.4005,2022-03-19T11:38:38.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-199,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:38:47.983,422.018,1873.06,67.6947,2022-03-19T11:38:48.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-189,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:38:57.929,521.115,1879.7299999999998,131.272,2022-03-19T11:38:58.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-179,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:39:07.875,437.461,1871.47,190.458,2022-03-19T11:39:08.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-169,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:39:17.820,408.634,1871.1599999999999,26.8111,2022-03-19T11:39:18.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-159,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:39:27.764,404.081,1869.17,194.467,2022-03-19T11:39:28.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-149,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:39:37.710,401.523,1869.57,198.447,2022-03-19T11:39:38.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-139,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:39:47.655,423.051,1874.77,180.605,2022-03-19T11:39:48.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-129,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:39:57.601,446.623,1874.0900000000001,123.816,2022-03-19T11:39:58.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-119,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:40:07.547,543.687,1869.42,138.712,2022-03-19T11:40:08.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-109,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:40:17.491,610.15,1896.24,-9.81022,2022-03-19T11:40:17.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-100,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:40:27.438,1039.27,1927.4,74.1641,2022-03-19T11:40:27.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-90,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:40:37.383,650.732,1878.44,166.076,2022-03-19T11:40:37.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-80,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:40:47.328,627.143,1875.75,17.0009,2022-03-19T11:40:47.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-70,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:40:57.274,500.931,1869.6999999999998,138.966,2022-03-19T11:40:57.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-60,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:41:07.218,484.166,1866.76,105.609,2022-03-19T11:41:07.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-50,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:41:17.164,627.276,1890.5,134.799,2022-03-19T11:41:17.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-40,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:41:27.109,584.352,1896.55,-5.51819,2022-03-19T11:41:27.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-30,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:41:37.055,471.408,1896.51,-115.36,2022-03-19T11:41:37.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-20,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:41:47.007,456.1,1900.59,-96.6058,2022-03-19T11:41:47.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,-10,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:41:56.952,459.281,1901.83,202.732,2022-03-19T11:41:57.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,0,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:42:06.899,462.97,1903.47,131.769,2022-03-19T11:42:07.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,10,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:42:16.843,465.761,1904.99,142.91,2022-03-19T11:42:17.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,20,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:42:26.788,468.772,1904.94,15.2384,2022-03-19T11:42:27.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,30,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:42:36.740,470.912,1906.37,46.9866,2022-03-19T11:42:37.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,40,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:42:46.686,474.071,1908.35,-92.4198,2022-03-19T11:42:47.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,50,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:42:56.631,476.723,1912.28,-82.849,2022-03-19T11:42:57.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,60,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:43:06.577,479.052,1913.24,-63.3796,2022-03-19T11:43:07.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,70,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:43:16.522,481.831,1913.07,70.7427,2022-03-19T11:43:17.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,80,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
