DATE,TIME,CO2dry_ppm,CH4dry_ppb,H2O_ppm,POSIX.time,CO2_prec,CH4_prec,H2O_prec,DATE_TIME,UniqueID,start.time,obs.length,Area,offset,Vcham,Vtube,Vinst,Vtot,Tcham,Pcham,flag,Etime,start.time_corr,end.time_corr,obs.length_corr
2023-03-18,NA,615.181,3257.8999999999996,-274.255,2023-03-18T11:55:00.000000Z,0.35,0.9,200,03-18-2023 11:55:00.087,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-89,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,615.511,3260.59,-505.136,2023-03-18T11:55:01.000000Z,0.35,0.9,200,03-18-2023 11:55:01.081,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-88,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,615.623,3257.18,-264.232,2023-03-18T11:55:02.000000Z,0.35,0.9,200,03-18-2023 11:55:02.076,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-87,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,614.276,3251.87,-475.488,2023-03-18T11:55:03.000000Z,0.35,0.9,200,03-18-2023 11:55:03.069,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-86,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,616.341,3260.15,-189.243,2023-03-18T11:55:04.000000Z,0.35,0.9,200,03-18-2023 11:55:04.065,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-85,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,615.14,3258.28,-351.6,2023-03-18T11:55:05.000000Z,0.35,0.9,200,03-18-2023 11:55:05.059,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-84,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,614.488,3260.7200000000003,-248.351,2023-03-18T11:55:06.000000Z,0.35,0.9,200,03-18-2023 11:55:06.054,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-83,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,615.179,3261.7400000000002,-384.308,2023-03-18T11:55:07.000000Z,0.35,0.9,200,03-18-2023 11:55:07.048,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-82,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,616.012,3257.94,-422.828,2023-03-18T11:55:08.000000Z,0.35,0.9,200,03-18-2023 11:55:08.042,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-81,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,614.134,3261.26,-374.21,2023-03-18T11:55:09.000000Z,0.35,0.9,200,03-18-2023 11:55:09.038,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-80,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,614.751,3260.4700000000003,-234.943,2023-03-18T11:55:10.000000Z,0.35,0.9,200,03-18-2023 11:55:10.032,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-79,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,614.539,3259.52,-358.036,2023-03-18T11:55:11.000000Z,0.35,0.9,200,03-18-2023 11:55:11.026,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-78,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,615.511,3260.51,-300.97,2023-03-18T11:55:12.000000Z,0.35,0.9,200,03-18-2023 11:55:12.021,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-77,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,614.839,3258.6400000000003,-977.934,2023-03-18T11:55:13.000000Z,0.35,0.9,200,03-18-2023 11:55:13.016,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-76,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,615.902,3259.39,-262.117,2023-03-18T11:55:14.000000Z,0.35,0.9,200,03-18-2023 11:55:14.010,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-75,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,616.792,3252.7400000000002,-432.674,2023-03-18T11:55:15.000000Z,0.35,0.9,200,03-18-2023 11:55:15.004,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-74,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,617.503,3266.28,-255.092,2023-03-18T11:55:16.000000Z,0.35,0.9,200,03-18-2023 11:55:15.999,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-73,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,614.543,3263.1800000000003,-437.942,2023-03-18T11:55:17.000000Z,0.35,0.9,200,03-18-2023 11:55:16.994,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-72,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,615.718,3267.92,-460.52,2023-03-18T11:55:18.000000Z,0.35,0.9,200,03-18-2023 11:55:17.988,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-71,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
2023-03-18,NA,614.52,3263.58,-979.364,2023-03-18T11:55:19.000000Z,0.35,0.9,200,03-18-2023 11:55:18.982,45003_FLM30_Water_146,2023-03-18T12:00:00.000000Z,300,324.3,0,3.37,0.029,0.919,4.318,25,101.325,0,-70,2023-03-18T11:56:29.000000Z,2023-03-18T12:09:02.000000Z,753
