DATE,TIME,CO2dry_ppm,CH4dry_ppb,H2O_ppm,POSIX.time,CO2_prec,CH4_prec,H2O_prec,DATE_TIME,UniqueID,start.time,obs.length,Area,offset,Vcham,Vtube,Vinst,Vtot,Tcham,Pcham,flag,Etime,start.time_corr,end.time_corr,obs.length_corr
2023-03-15,NA,504.559,2178.41,-731.922,2023-03-15T12:52:00.000000Z,0.35,0.9,200,03-15-2023 12:51:59.512,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-297,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,507.741,2176.4,-523.024,2023-03-15T12:52:01.000000Z,0.35,0.9,200,03-15-2023 12:52:00.507,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-296,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,511.8,2166.25,-702.202,2023-03-15T12:52:02.000000Z,0.35,0.9,200,03-15-2023 12:52:01.500,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-295,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,509.578,2165.7000000000003,-606.262,2023-03-15T12:52:02.000000Z,0.35,0.9,200,03-15-2023 12:52:02.496,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-295,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,510.414,2158.42,-539.461,2023-03-15T12:52:03.000000Z,0.35,0.9,200,03-15-2023 12:52:03.490,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-294,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,513.942,2151.7200000000003,-698.709,2023-03-15T12:52:04.000000Z,0.35,0.9,200,03-15-2023 12:52:04.484,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-293,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,511.504,2147.51,-734.026,2023-03-15T12:52:05.000000Z,0.35,0.9,200,03-15-2023 12:52:05.478,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-292,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,511.294,2148.37,-703.163,2023-03-15T12:52:06.000000Z,0.35,0.9,200,03-15-2023 12:52:06.474,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-291,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,513.295,2144.88,-845.934,2023-03-15T12:52:07.000000Z,0.35,0.9,200,03-15-2023 12:52:07.467,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-290,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,512.234,2144.83,-896.104,2023-03-15T12:52:08.000000Z,0.35,0.9,200,03-15-2023 12:52:08.462,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-289,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,513.336,2143.59,-711.46,2023-03-15T12:52:09.000000Z,0.35,0.9,200,03-15-2023 12:52:09.457,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-288,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,514.015,2143.44,-724.602,2023-03-15T12:52:10.000000Z,0.35,0.9,200,03-15-2023 12:52:10.451,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-287,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,515.202,2146.67,-811.101,2023-03-15T12:52:11.000000Z,0.35,0.9,200,03-15-2023 12:52:11.447,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-286,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,516.562,2146.48,-749.987,2023-03-15T12:52:12.000000Z,0.35,0.9,200,03-15-2023 12:52:12.441,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-285,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,517.013,2144.45,-780.545,2023-03-15T12:52:13.000000Z,0.35,0.9,200,03-15-2023 12:52:13.436,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-284,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,516.301,2141.4900000000002,-692.627,2023-03-15T12:52:14.000000Z,0.35,0.9,200,03-15-2023 12:52:14.430,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-283,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,517.114,2140.99,-750.62,2023-03-15T12:52:15.000000Z,0.35,0.9,200,03-15-2023 12:52:15.424,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-282,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,518.353,2141.83,-784.67,2023-03-15T12:52:16.000000Z,0.35,0.9,200,03-15-2023 12:52:16.420,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-281,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,517.636,2145,-804.404,2023-03-15T12:52:17.000000Z,0.35,0.9,200,03-15-2023 12:52:17.413,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-280,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,518.788,2138.47,-766.34,2023-03-15T12:52:18.000000Z,0.35,0.9,200,03-15-2023 12:52:18.407,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-279,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,517.786,2141.94,-754.363,2023-03-15T12:52:19.000000Z,0.35,0.9,200,03-15-2023 12:52:19.402,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-278,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,518.869,2147.37,-718.023,2023-03-15T12:52:20.000000Z,0.35,0.9,200,03-15-2023 12:52:20.397,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-277,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
2023-03-15,NA,517.582,2145.5899999999997,-686.031,2023-03-15T12:52:21.000000Z,0.35,0.9,200,03-15-2023 12:52:21.391,Mar_23_154_CP40_stem,2023-03-15T12:57:00.000000Z,300,213.35,0,1.06460166666667,0.029,0.919,2.01260166666667,25,101.325,0,-276,2023-03-15T12:56:57.000000Z,2023-03-15T13:00:27.000000Z,210
